CaseID,B3,ND2,ppethm,ppeduc5,GH1,B7_a,weight_pop,worse_off
5779,2,3,1,4,1,2,28220.6405,1
5780,2,2,5,3,1,1,9519.6471,1
5781,2,3,4,3,4,1,20328.4684,1
5782,1,3,1,3,1,1,19612.475,1
5783,5,1,2,2,1,2,33363.6456,0
5784,1,3,3,5,2,2,12874.8302,1
5785,2,4,4,2,3,2,39454.2742,1
5786,4,2,1,3,3,2,14565.4127,0
5787,3,3,2,2,2,3,28343.1245,0
5788,3,3,2,4,1,3,20524.1167,0
5789,1,3,1,2,3,2,24740.243,1
5790,1,3,1,5,1,2,13849.5447,1
5791,2,1,2,3,3,2,24542.8487,1
5792,3,3,1,3,1,2,13294.827,0
5793,5,2,2,3,4,3,21618.7925,0
5794,1,3,4,3,1,2,18798.0506,1
5795,2,3,1,5,2,3,13009.2251,1
5796,4,3,2,4,3,2,15202.4164,0
5797,4,3,1,3,1,2,17027.4708,0
5798,3,3,1,4,1,3,28993.6131,0
5799,2,3,1,3,2,2,20089.3827,1
5800,2,2,2,5,3,3,23922.1531,1
5801,3,3,1,3,2,3,25906.9628,0
5802,2,2,1,2,1,2,19284.4019,1
5803,3,3,1,2,1,1,22608.5599,0
5804,2,2,4,5,3,2,17001.7715,1
5805,3,2,5,4,2,3,4941.5671,0
5806,3,3,1,2,2,2,17215.2353,0
5807,2,3,4,3,1,2,17385.9704,1
5808,3,3,1,4,3,3,22986.9647,0
5809,3,3,4,4,1,4,15978.5584,0
5810,3,1,1,3,1,2,19797.7591,0
5811,3,3,1,3,2,2,24357.1321,0
5812,4,3,1,4,1,2,19892.9415,0
5813,3,1,2,2,4,2,21836.8141,0
5814,3,3,1,5,2,3,15644.4908,0
5815,2,2,1,5,2,1,11036.1572,1
5816,2,2,3,5,1,3,48298.5337,1
5817,3,2,1,4,3,2,16814.7934,0
5818,2,3,2,5,3,1,25873.75,1
5819,2,2,1,3,3,2,12933.6528,1
5820,3,3,1,2,2,2,23602.8895,0
5821,2,2,1,3,4,2,24048.8575,1
5822,3,3,2,4,1,3,15353.2881,0
5823,2,1,1,4,2,2,15725.5652,1
5824,2,3,2,3,3,1,26253.9459,1
5825,4,2,1,4,1,3,22781.6351,0
5826,5,5,2,1,3,1,45039.6955,0
5827,3,3,1,5,3,3,18403.122,0
5828,3,3,3,4,1,3,19362.5982,0
5829,3,3,1,3,2,3,14447.0598,0
5830,2,3,1,5,1,1,22986.9647,1
5831,4,3,1,5,3,3,23922.6348,0
5832,4,2,1,4,1,3,20850.7995,0
5833,2,2,4,2,2,3,42627.6958,1
5834,3,3,4,2,1,1,51693.6676,0
5835,4,2,1,4,1,3,18964.3442,0
5836,2,1,4,3,4,1,25462.9445,1
5837,4,3,3,4,1,3,30058.8039,0
5838,4,3,1,5,2,2,16168.6143,0
5839,1,3,1,2,1,2,19437.8896,1
5840,3,3,1,2,2,2,23188.1982,0
5841,1,1,3,1,2,1,80342.87940000001,1
5842,2,2,4,2,4,2,29640.1137,1
5843,3,1,1,1,1,2,47944.4249,0
5844,4,1,4,2,3,2,29519.2122,0
5845,2,3,1,2,3,2,25068.9661,1
5846,2,1,1,3,2,2,18880.3487,1
5847,2,3,4,4,1,1,8937.057500000001,1
5848,4,1,3,4,1,4,30357.1133,0
5849,3,3,2,5,1,3,16311.9051,0
5850,2,3,4,3,1,3,27547.9231,1
5851,1,3,1,1,2,2,30098.6569,1
5852,3,3,1,3,1,2,22519.9302,0
5853,1,3,1,3,1,3,43781.2247,1
5854,2,3,4,2,3,2,29899.1879,1
5855,3,3,2,1,4,3,64225.4864,0
5856,2,3,1,4,1,3,18732.6053,1
5857,1,3,1,3,3,1,12629.7842,1
5858,4,4,2,2,2,3,24683.3826,0
5859,2,2,1,4,1,2,22986.9647,1
5860,2,1,1,2,3,2,52278.4283,1
5861,3,2,1,1,2,1,24234.7606,0
5862,3,3,2,2,2,1,43948.1063,0
5863,3,1,1,3,1,2,28158.686,0
5864,4,3,1,5,3,3,35298.2167,0
5865,3,1,1,4,4,2,27797.8008,0
5866,1,1,4,5,1,1,13868.894,1
5867,2,3,1,1,1,3,20248.3299,1
5868,3,2,4,2,1,3,88732.6474,0
5869,3,3,1,5,1,2,18415.6053,0
5870,1,1,4,1,3,1,35651.0332,1
5871,2,1,1,3,3,2,27029.4281,1
5872,3,3,2,2,1,1,45371.9253,0
5873,3,1,2,1,3,1,42329.0835,0
5874,3,3,1,3,2,2,13577.5963,0
5875,2,3,1,3,3,2,25978.1043,1
5876,3,3,1,2,2,2,16502.39,0
5877,3,3,3,4,1,2,41797.5978,0
5878,4,1,1,4,3,3,19790.4153,0
5879,4,3,1,3,1,2,21654.1543,0
5880,3,3,1,2,1,2,26351.7031,0
5881,1,3,1,2,2,3,15483.2334,1
5882,3,1,1,4,1,3,15882.4633,0
5883,4,3,1,2,3,3,17534.8083,0
5884,3,2,4,2,3,3,33920.0325,0
5885,4,3,4,1,4,3,44505.6799,0
5886,4,3,2,2,1,2,32891.2537,0
5887,1,4,5,5,3,1,4774.7632,1
5888,2,2,1,2,4,2,15093.9553,1
5889,3,3,4,3,2,3,15383.1584,0
5890,2,3,4,5,1,3,13183.911,1
5891,3,3,3,5,3,3,26233.4818,0
5892,2,3,2,4,1,2,26467.5892,1
5893,3,1,5,2,3,4,16443.5026,0
5894,3,3,3,4,1,3,28530.1393,0
5895,2,3,1,3,3,2,27081.7699,1
5896,4,3,1,3,1,2,25022.1054,0
5897,3,2,1,5,1,2,16899.5227,0
5898,3,3,2,3,3,3,15715.8253,0
5899,1,3,1,3,1,2,13374.1585,1
5900,3,3,2,2,1,2,25301.7277,0
5901,3,1,1,4,1,2,23284.8549,0
5902,3,3,2,1,3,3,49703.915,0
5903,3,3,1,2,2,2,18596.2755,0
5904,2,3,5,2,1,1,18340.2195,1
5905,5,1,4,1,1,3,87451.7294,0
5906,3,2,1,4,2,2,14140.9356,0
5907,3,3,1,3,2,3,13150.606,0
5908,3,3,1,5,1,3,13289.8954,0
5909,3,2,4,2,2,2,38756.6837,0
5910,2,5,4,3,1,2,27813.5557,1
5911,4,2,1,5,1,3,26076.629,0
5912,2,1,1,3,1,1,18393.4481,1
5913,3,3,1,4,1,2,16302.7652,0
5914,4,3,1,2,3,1,14555.5127,0
5915,3,3,1,4,1,3,15321.6202,0
5916,3,5,4,4,1,2,30236.7592,0
5917,4,2,1,5,3,2,12868.1023,0
5918,3,2,1,5,1,3,20220.9492,0
5919,3,3,1,5,3,3,19790.4153,0
5920,3,3,1,2,4,3,24619.3862,0
5921,3,2,1,2,2,2,18596.2755,0
5922,5,3,3,2,2,4,88732.6474,0
5923,3,3,2,1,3,2,21486.796,0
5924,3,3,1,3,2,3,19501.1224,0
5925,5,2,1,5,3,3,12761.3023,0
5926,2,3,1,4,1,2,20623.8073,1
5927,3,2,1,3,4,3,21876.793,0
5928,2,3,1,1,4,2,26772.8598,1
5929,4,3,4,5,1,3,19497.3383,0
5930,3,3,1,3,2,3,13992.7265,0
5931,2,3,4,5,1,2,13859.7203,1
5932,3,1,4,3,3,2,12328.0823,0
5933,3,3,1,4,1,1,16383.1793,0
5934,3,2,1,3,1,3,17011.7611,0
5935,3,3,1,2,1,2,19771.8881,0
5936,1,3,1,5,2,2,14001.9772,1
5937,3,3,1,5,4,2,35648.5231,0
5938,3,3,4,5,1,2,15978.5584,0
5939,3,3,4,3,1,3,16239.7265,0
5940,2,3,4,2,3,1,41312.5049,1
5941,3,3,1,4,2,3,13849.5447,0
5942,1,2,1,3,1,1,13577.5963,1
5943,1,3,1,3,1,2,36123.8954,1
5944,2,1,3,4,1,2,41171.33,1
5945,3,2,1,3,2,1,21065.5409,0
5946,2,3,1,5,2,2,21304.4017,1
5947,3,3,1,4,3,2,22269.0689,0
5948,3,3,4,3,1,3,20043.8925,0
5949,3,5,4,2,1,3,39244.422,0
5950,3,2,1,3,1,3,24770.7792,0
5951,2,1,4,1,3,1,47163.495,1
5953,3,2,1,3,4,2,36123.8954,0
5954,3,3,1,5,1,2,21057.7269,0
5955,2,2,1,5,1,3,15346.3465,1
5956,4,3,1,2,3,3,28383.1341,0
5957,3,3,3,4,1,3,22087.8618,0
5958,3,1,2,2,3,1,29169.7903,0
5959,2,3,4,4,3,2,10737.6331,1
5960,1,3,1,1,1,1,19435.5888,1
5962,2,2,1,5,1,2,28993.6131,1
5963,3,3,1,2,2,3,20271.1524,0
5964,3,3,3,4,1,3,30058.8039,0
5965,1,3,1,3,1,2,16524.1704,1
5966,2,3,1,4,1,2,11703.031,1
5967,3,2,1,2,2,2,18746.3744,0
5968,3,3,1,4,1,3,13763.8121,0
5969,3,2,1,2,1,3,17477.1008,0
5970,1,2,5,2,2,3,16105.293,1
5971,3,3,1,5,1,2,13289.8954,0
5972,3,3,1,3,1,2,21486.0478,0
5973,2,3,2,4,1,2,19288.9193,1
5974,2,2,1,4,1,2,11182.7944,1
5975,4,3,4,3,1,2,35176.2869,0
5976,4,2,4,4,3,2,27093.6773,0
5977,2,3,1,4,2,2,14140.9356,1
5978,3,3,1,3,1,3,27325.8564,0
5979,2,2,2,3,1,1,18357.6711,1
5980,3,3,1,2,4,2,42114.626,0
5981,3,2,1,5,1,3,19790.4153,0
5982,1,3,5,2,4,1,15270.056,1
5983,2,3,4,2,2,2,43958.0186,1
5984,3,3,4,2,4,3,79294.45299999999,0
5985,1,5,4,5,1,1,13183.911,1
5986,2,3,1,3,4,2,23415.4431,1
5987,2,2,4,2,1,2,33920.0325,1
5988,3,2,4,4,3,2,19777.4699,0
5989,3,3,1,2,2,3,16860.3265,0
5990,3,3,4,3,1,3,15383.1584,0
5991,2,3,5,3,3,2,4107.5669,1
5992,3,3,1,5,1,2,13090.7683,0
5993,3,2,1,3,1,1,21722.5301,0
5994,2,5,1,3,1,2,21059.6665,1
5995,3,3,2,4,2,3,10965.274,0
5996,3,3,1,5,2,2,21579.2115,0
5997,5,4,2,4,1,3,14261.4767,0
5998,3,1,1,3,3,2,13855.2246,0
5999,3,3,1,2,1,2,20699.9577,0
6000,5,2,2,1,3,2,26114.2574,0
6001,3,3,1,2,3,3,24620.1087,0
6002,4,1,3,3,3,2,46506.5414,0
6003,2,2,1,3,3,2,26726.6534,1
6004,2,2,1,3,1,1,25402.7232,1
6005,2,3,4,4,2,2,14496.4083,1
6006,1,3,1,2,4,1,23602.8895,1
6007,3,3,1,3,1,1,18693.8355,0
6008,1,3,1,3,1,1,20308.8895,1
6009,1,3,1,5,3,2,17077.8151,1
6010,2,2,1,4,1,1,12517.6437,1
6011,4,1,1,3,1,3,27325.8564,0
6012,2,3,1,4,1,2,13090.7683,1
6013,3,3,1,2,3,1,28104.2223,0
6014,3,3,1,4,1,3,25590.4914,0
6015,2,2,1,3,3,2,23399.5706,1
6016,5,3,1,5,4,3,22986.9647,0
6017,2,3,1,4,1,2,11250.5645,1
6018,5,3,1,4,1,2,33503.0976,0
6019,3,2,1,5,1,3,23056.0422,0
6020,3,3,1,4,2,1,20850.7995,0
6021,4,3,1,4,1,2,15550.253,0
6022,1,3,4,3,3,2,17182.9287,1
6023,4,2,1,5,3,3,33503.0976,0
6024,3,3,5,5,2,3,4356.4848,0
6025,4,3,1,4,1,3,30850.2665,0
6026,1,3,1,4,1,1,13090.7683,1
6027,4,1,4,5,1,2,10303.3317,0
6028,3,3,1,3,1,3,18432.1427,0
6029,2,3,1,3,1,3,16844.592,1
6030,2,1,1,3,4,1,26472.4545,1
6031,3,1,2,2,3,1,29169.7903,0
6032,3,3,1,1,3,1,20956.2343,0
6033,4,3,1,3,1,3,32668.7509,0
6034,3,3,4,3,3,2,14764.8532,0
6035,3,3,2,3,3,2,26382.0526,0
6036,2,1,1,3,3,3,13577.5963,1
6037,3,3,1,5,1,3,13289.8954,0
6038,4,2,2,2,1,2,33835.2764,0
6039,4,1,1,5,3,2,23687.5548,0
6040,2,3,1,4,1,2,24539.2323,1
6041,4,1,1,3,2,3,13095.626,0
6042,3,2,4,3,1,2,27277.2186,0
6043,3,4,1,1,3,2,24501.496,0
6044,2,3,2,4,3,3,20136.671,1
6045,3,3,1,2,3,3,21917.7632,0
6046,1,3,1,1,4,1,41603.9262,1
6047,2,3,1,3,1,1,32861.2277,1
6048,3,3,1,3,2,3,35768.9177,0
6049,3,1,2,3,3,2,25524.1445,0
6050,2,2,1,5,3,3,19790.4153,1
6051,3,3,1,3,1,2,19582.9949,0
6052,3,2,4,3,4,2,40295.1503,0
6053,3,3,1,2,1,2,18213.077,0
6054,3,2,1,5,3,2,27643.4111,0
6055,3,2,2,2,2,2,28343.1245,0
6056,3,3,2,2,2,2,27084.0925,0
6057,2,3,1,3,1,3,29713.0783,1
6058,3,3,3,4,1,3,17127.8861,0
6059,3,3,2,2,4,1,23222.5365,0
6060,3,3,1,4,3,3,35648.5231,0
6061,3,2,1,4,1,4,19917.9717,0
6062,3,3,1,3,2,3,20831.2133,0
6063,2,2,1,4,1,2,25979.7551,1
6064,3,3,1,4,1,3,19790.4153,0
6065,3,3,1,5,1,3,16168.6143,0
6066,2,3,1,3,1,1,13992.7265,1
6067,1,1,1,2,3,1,16006.381,1
6068,3,4,4,3,4,1,26549.5472,0
6069,3,1,4,4,4,2,14160.692,0
6070,3,3,1,4,1,3,21072.4714,0
6071,3,3,2,3,3,2,13420.1527,0
6072,1,1,1,4,3,2,16168.3354,1
6073,4,3,1,2,1,2,18755.8566,0
6075,3,2,1,4,3,2,16168.6143,0
6076,3,3,1,3,4,2,32045.6748,0
6077,4,5,2,2,3,2,34889.0717,0
6078,1,3,1,2,1,3,28340.4706,1
6079,1,2,1,2,3,1,26364.7371,1
6080,4,3,1,2,2,2,19712.6649,0
6081,4,1,1,2,2,2,30186.4321,0
6082,1,3,1,5,1,2,8569.6217,1
6083,3,1,4,3,3,2,22239.2576,0
6084,2,3,1,3,3,2,23631.7925,1
6085,2,3,1,3,1,2,23808.1714,1
6086,3,3,1,2,3,2,20250.2455,0
6087,4,2,3,5,3,3,41797.5978,0
6088,4,3,4,4,1,3,31856.8656,0
6089,4,1,1,5,1,2,21057.7269,0
6090,2,2,1,4,1,1,21057.7269,1
6091,5,2,4,4,3,2,13308.4628,0
6092,3,1,3,4,3,2,13106.0924,0
6093,3,3,1,4,1,2,15321.6202,0
6094,2,3,1,3,3,1,12277.3755,1
6095,1,2,1,3,3,2,23631.7925,1
6096,3,3,2,3,2,3,30062.0472,0
6097,3,3,3,4,1,3,41171.33,0
6098,3,3,4,1,2,3,74172.3982,0
6099,2,3,4,4,1,2,14602.3337,1
6100,3,3,5,5,3,2,4774.7632,0
6101,2,3,1,3,4,2,21982.5882,1
6102,3,2,2,3,1,3,30054.151,0
6103,3,3,1,4,2,3,20174.8978,0
6104,2,3,1,5,2,2,14140.9356,1
6105,2,3,1,2,2,3,25821.4603,1
6106,3,3,5,4,1,2,5506.2767,0
6107,2,1,1,4,1,3,23922.6348,1
6108,3,3,1,4,2,2,8349.6505,0
6109,3,3,4,3,3,2,25186.7249,0
6110,2,2,4,5,3,3,8223.8279,1
6111,3,3,2,2,3,2,28939.4565,0
6112,3,3,5,4,4,3,9598.552799999999,0
6113,4,3,1,5,1,2,19697.4601,0
6114,2,3,1,5,2,2,29378.8506,1
6115,3,3,1,3,1,3,15987.9468,0
6116,1,3,1,3,2,1,13471.4751,1
6117,3,3,1,2,3,3,17272.0782,0
6118,1,3,5,3,1,3,5138.0311,1
6119,3,3,1,1,3,2,29099.1711,0
6120,2,3,1,3,4,1,22209.5667,1
6121,1,3,1,5,1,2,20110.5171,1
6122,3,2,3,4,4,2,42863.1073,0
6123,5,2,1,4,4,2,30027.7952,0
6124,4,2,1,4,3,3,27797.8008,0
6125,2,3,1,2,2,2,16502.39,1
6126,2,3,1,3,3,1,10509.691,1
6127,1,2,1,3,3,2,23631.7925,1
6128,3,3,4,3,2,3,22877.5538,0
6129,3,2,1,1,4,3,37230.1366,0
6130,2,1,1,3,1,3,24347.811,1
6131,3,2,2,3,1,3,36643.5973,0
6132,3,2,1,5,3,3,19172.3238,0
6133,2,3,5,2,2,2,14122.8526,1
6134,5,1,1,5,1,3,28993.6131,0
6135,2,3,1,5,3,2,21279.8529,1
6136,3,2,1,4,1,3,28993.6131,0
6137,4,3,1,4,3,1,19677.1448,0
6138,5,2,1,5,3,2,15155.9098,0
6139,3,3,2,3,3,3,14681.5897,0
6140,3,3,1,2,1,2,13967.3358,0
6141,3,1,1,4,3,3,23056.0422,0
6142,5,1,2,2,4,3,34741.4087,0
6143,2,1,1,3,1,2,15161.0366,1
6144,2,3,1,3,4,3,25291.9499,1
6145,3,3,1,3,1,2,24739.0682,0
6146,2,3,1,5,3,2,16168.3354,1
6147,1,2,1,3,3,1,14565.4127,1
6148,1,3,1,3,3,2,25296.5197,1
6149,2,3,1,2,1,2,20699.9577,1
6150,3,2,4,3,4,3,33584.0794,0
6151,3,2,3,5,1,3,23502.2941,0
6152,4,3,1,3,2,3,19419.7496,0
6153,3,2,4,2,2,1,51693.6676,0
6154,1,2,4,2,3,1,34513.112,1
6155,3,2,1,5,1,2,23922.6348,0
6156,5,3,2,4,4,3,19636.4438,0
6157,3,3,1,4,2,2,14001.9772,0
6158,3,3,2,5,3,2,16328.746,0
6159,3,1,1,3,1,3,13577.5963,0
6160,3,4,1,3,3,2,16524.1704,0
6161,2,2,1,5,1,2,20481.7834,1
6162,3,1,4,3,1,4,21631.3715,0
6163,2,3,2,5,3,2,33697.5297,1
6164,4,3,1,5,3,3,19879.4568,0
6165,2,3,1,3,1,2,15972.7522,1
6166,2,2,1,2,1,2,23443.4148,1
6167,3,1,4,4,2,3,21960.6095,0
6168,3,3,4,5,1,2,22504.4536,0
6169,3,3,4,2,3,2,32228.2411,0
6170,2,1,1,1,1,2,26222.1962,1
6171,4,3,2,4,3,2,27614.3447,0
6172,3,2,4,3,1,1,17734.8958,0
6173,1,3,1,2,2,3,16098.9296,1
6174,3,3,2,5,4,2,16328.746,0
6175,2,3,3,5,1,2,18833.0177,1
6176,3,3,1,4,1,3,15644.4908,0
6177,4,3,1,4,1,2,22737.6043,0
6178,1,3,5,5,1,1,3666.6386,1
6179,3,2,1,5,1,3,18415.6053,0
6180,3,2,3,5,2,3,28530.1393,0
6181,3,3,1,4,3,2,17796.977,0
6182,3,2,3,2,1,3,72616.6361,0
6183,2,3,1,4,1,2,13009.2251,1
6184,1,1,1,1,1,1,31302.1467,1
6185,4,3,1,3,3,3,20450.9761,0
6186,3,3,1,3,2,2,13374.1585,0
6187,2,3,5,1,4,1,17724.9253,1
6188,2,3,4,1,4,2,44505.6799,1
6189,3,3,4,3,4,2,19810.7876,0
6190,3,2,1,3,1,2,25022.1054,0
6191,3,3,1,4,4,2,29732.7219,0
6192,3,2,2,2,1,3,24871.9575,0
6193,4,3,5,2,4,3,21425.1601,0
6194,4,4,1,4,2,1,12517.6437,0
6195,2,3,1,2,2,1,18735.49,1
6196,3,1,2,3,1,2,16976.5798,0
6197,2,3,1,2,2,2,21612.2715,1
6198,2,3,1,5,1,3,21515.8307,1
6199,5,1,1,4,3,3,35298.2167,0
6200,2,2,1,4,1,2,14004.4673,1
6201,2,3,1,3,1,2,13471.4751,1
6202,4,3,5,2,1,3,17164.3928,0
6203,3,3,1,2,3,2,22181.6458,0
6204,4,2,1,5,3,3,21057.7269,0
6205,4,5,5,2,1,2,23966.1165,0
6206,3,3,1,3,1,3,17011.7611,0
6207,3,3,1,4,3,2,21883.5087,0
6208,4,3,1,5,1,3,10151.1496,0
6209,2,3,1,5,1,2,18415.6053,1
6210,4,3,5,4,3,1,3666.6386,0
6211,2,2,3,5,3,2,12354.0864,1
6212,3,2,5,3,3,2,9045.8361,0
6213,2,3,1,2,3,2,19454.1777,1
6214,4,4,4,3,1,2,25890.0138,0
6215,3,2,1,5,3,3,27371.7683,0
6216,2,3,1,3,3,3,13205.7736,1
6217,3,2,2,3,3,1,21862.8325,0
6218,3,3,1,2,3,2,21612.2715,0
6219,3,1,4,4,1,2,10963.1223,0
6220,3,3,1,4,1,3,16302.7652,0
6221,3,3,1,5,3,2,18881.3375,0
6222,3,2,1,5,1,2,12517.6437,0
6223,5,3,1,2,1,3,19284.4019,0
6224,3,3,4,2,2,3,43185.6976,0
6225,3,2,3,4,1,2,12882.3107,0
6226,2,2,1,3,1,2,13150.606,1
6227,3,3,2,5,1,2,20322.4329,0
6228,3,3,1,4,1,3,26076.629,0
6229,2,2,4,3,2,2,26139.6599,1
6230,3,3,1,4,3,2,16168.6143,0
6231,3,2,1,2,3,2,32297.0753,0
6232,3,3,1,2,2,2,20496.546,0
6233,3,3,1,2,2,2,15280.2056,0
6234,2,2,4,3,2,2,18618.5203,1
6235,3,2,3,2,3,2,65242.4985,0
6236,3,3,1,2,2,1,22476.3728,0
6237,3,2,1,5,2,3,26883.5313,0
6238,3,3,1,4,1,2,15092.0511,0
6239,1,3,2,2,3,1,37620.1583,1
6240,3,3,1,3,3,1,14305.0933,0
6241,5,2,1,4,1,3,21057.7269,0
6242,1,3,1,2,1,3,13575.3854,1
6243,3,2,1,5,2,4,10857.7405,0
6244,2,2,1,3,1,2,20089.3827,1
6245,3,1,4,4,3,3,20731.8192,0
6246,5,3,2,5,1,4,26467.5892,0
6247,3,3,4,2,3,2,55476.6678,0
6248,2,1,3,5,1,2,23540.2224,1
6249,3,3,1,3,4,3,32538.3112,0
6250,3,3,2,2,4,2,35410.0829,0
6251,2,3,1,2,1,2,19437.8896,1
6252,3,3,2,3,3,1,32437.5306,0
6253,2,3,2,2,3,1,50493.8982,1
6254,3,1,1,5,2,3,9028.787899999999,0
6255,3,3,1,2,3,1,21612.2715,0
6256,1,3,1,2,2,1,18895.5798,1
6257,3,3,4,4,3,1,20745.8822,0
6258,5,2,1,4,1,2,23284.8549,0
6259,3,3,1,3,1,1,18880.3487,0
6260,3,3,2,1,3,2,40425.1272,0
6261,4,3,4,3,2,3,24168.006,0
6262,5,2,1,4,3,3,17924.6434,0
6263,1,3,1,3,2,1,23399.5706,1
6264,2,2,1,3,2,2,13374.1585,1
6265,1,1,4,5,1,3,22217.8608,1
6266,4,3,1,4,1,3,23056.0422,0
6267,2,2,5,4,1,2,4064.5996,1
6268,4,3,2,3,1,3,25280.3768,0
6269,3,2,1,5,3,3,22761.0793,0
6270,1,2,1,4,1,3,18215.8346,1
6271,3,2,1,4,2,4,13289.8954,0
6272,4,5,1,1,3,2,19244.6016,0
6273,4,3,1,4,1,3,16302.7652,0
6274,2,2,4,2,3,2,41312.5049,1
6275,3,3,4,3,3,2,22659.0623,0
6276,4,1,1,4,3,3,27643.4111,0
6278,3,3,1,5,1,3,13431.1949,0
6279,3,2,1,4,3,3,17077.8151,0
6280,2,3,1,3,2,3,13150.606,1
6281,3,1,4,2,3,2,40586.6643,0
6282,3,3,1,2,2,1,19990.8188,0
6283,3,1,1,2,3,2,14715.7153,0
6284,3,3,1,5,1,2,20174.8978,0
6285,3,3,1,3,3,1,11650.3249,0
6286,1,1,1,4,3,2,19879.4568,1
6287,3,3,1,3,2,2,18212.7017,0
6288,1,3,1,2,3,2,39807.2877,1
6289,1,2,5,3,3,2,5161.2933,1
6290,2,3,1,4,1,3,21515.8307,1
6291,2,3,5,3,3,2,7399.3868,1
6292,4,1,4,3,3,2,25698.212,0
6293,4,3,1,3,2,3,23451.4453,0
6294,3,3,1,3,3,3,20301.3285,0
6295,3,3,1,2,1,2,20051.2529,0
6296,3,3,4,5,2,3,12390.4673,0
6297,2,3,1,3,3,3,25022.1054,1
6298,3,3,1,1,4,1,27512.6404,0
6299,3,2,1,4,1,3,21579.2115,0
6300,1,5,4,3,1,1,33830.9858,1
6301,4,1,1,3,2,3,25291.9499,0
6302,2,3,1,4,3,2,21603.5463,1
6303,3,3,4,3,3,3,14543.6263,0
6304,3,3,1,5,1,3,11881.0489,0
6305,2,3,1,2,3,2,22181.6458,1
6306,4,3,1,3,1,2,25681.3117,0
6307,3,1,1,3,3,2,14305.0933,0
6308,5,3,1,5,1,3,16302.7652,0
6309,3,1,3,4,1,4,29526.8252,0
6310,3,2,3,3,1,3,55599.744,0
6311,4,2,1,4,3,3,27797.8008,0
6312,2,1,3,5,1,3,41797.5978,1
6313,3,3,2,3,1,3,24108.9069,0
6314,3,2,1,4,3,2,21049.0111,0
6315,3,3,4,4,1,3,22727.7922,0
6316,2,2,1,3,1,2,22209.5667,1
6318,2,3,4,2,3,2,31950.0185,1
6319,2,2,1,2,3,2,16146.2873,1
6320,3,3,1,4,1,2,15346.3465,0
6321,3,3,1,2,1,1,27889.1234,0
6322,3,2,1,3,1,2,25325.7021,0
6323,1,3,1,3,3,1,21876.793,1
6324,3,3,1,4,1,3,19362.5937,0
6325,2,2,4,4,3,2,9415.9112,1
6326,5,3,1,5,2,3,14140.9356,0
6327,4,3,1,2,3,1,21917.784,0
6328,3,3,1,3,1,2,18432.1427,0
6329,1,3,1,1,1,1,59659.4995,1
6330,3,2,1,2,2,1,18273.2147,0
6331,3,2,1,5,2,2,10305.5614,0
6332,3,3,1,5,1,2,20850.7995,0
6333,4,3,2,5,1,3,11074.0956,0
6334,2,3,1,2,1,1,18596.2755,1
6335,4,3,1,4,1,3,19362.5937,0
6336,3,3,1,4,1,3,22146.0361,0
6337,3,2,1,4,1,3,21057.7269,0
6338,4,2,1,4,1,2,20850.7995,0
6339,5,2,1,3,3,2,16361.7927,0
6340,3,3,1,3,1,3,20308.8895,0
6341,2,2,5,4,3,3,5516.4596,1
6342,3,3,4,2,1,2,45126.7701,0
6343,2,3,1,3,1,2,21268.6668,1
6344,3,3,1,2,1,3,36602.4587,0
6345,3,3,1,3,1,2,21938.1087,0
6346,5,2,3,4,2,1,18871.8345,0
6347,3,3,1,2,1,3,23115.7346,0
6348,4,1,5,5,1,3,5753.7679,0
6349,2,1,1,4,1,2,21579.2115,1
6350,4,3,2,5,3,2,16311.9051,0
6351,3,3,1,5,1,3,28993.6131,0
6352,2,2,3,5,1,1,30058.8039,1
6353,3,3,2,2,3,3,26663.5322,0
6354,3,2,1,3,2,3,13577.5963,0
6355,4,3,2,4,1,2,20893.5351,0
6356,2,3,1,3,1,1,16541.2304,1
6357,3,3,1,3,3,3,25043.4142,0
6358,3,3,1,4,1,2,13090.7683,0
6359,3,3,1,3,1,3,16371.2992,0
6360,2,3,1,5,1,2,24539.2323,1
6361,3,4,1,2,1,3,29031.9657,0
6362,2,3,1,3,2,2,25978.1043,1
6363,3,2,4,1,3,2,29559.7509,0
6364,1,3,4,3,3,2,25698.212,1
6365,4,1,3,4,4,3,19362.5982,0
6366,4,3,1,2,3,3,10748.7956,0
6367,3,3,1,3,4,2,15771.6511,0
6368,3,2,1,2,2,3,18746.3744,0
6369,1,2,1,5,2,2,13289.8954,1
6370,2,2,2,3,3,3,20177.0864,1
6371,4,3,1,2,1,3,26275.2794,0
6372,3,3,1,2,3,3,18474.3355,0
6373,3,2,1,4,1,3,20850.7995,0
6374,3,2,1,4,4,2,25590.4914,0
6375,3,2,1,4,1,3,19790.4153,0
6376,4,3,1,4,1,3,15116.4069,0
6377,3,2,1,4,1,3,35648.5231,0
6378,2,3,4,5,1,4,17029.2092,1
6379,3,1,5,3,3,3,15565.8131,0
6380,2,3,1,3,2,1,19675.417,1
6381,1,2,1,4,1,1,15882.4633,1
6382,4,1,1,4,1,3,21057.7269,0
6383,2,3,4,2,1,1,25476.7404,1
6384,3,3,1,4,1,3,15321.6202,0
6385,3,3,1,4,3,3,12570.0952,0
6386,3,3,1,3,3,3,27506.4562,0
6387,3,2,1,5,3,3,28559.1918,0
6388,4,2,1,4,1,3,27746.4885,0
6389,1,3,1,3,3,1,18932.1979,1
6390,2,1,4,2,1,2,52503.3322,1
6391,2,3,1,3,1,3,18693.8355,1
