CaseID,B3,ND2,ppethm,ppeduc5,GH1,B7_a,weight_pop,worse_off
3201,3,2,1,2,2,2,18413.5359,0
3202,2,3,1,4,1,2,15092.0511,1
3203,3,3,2,3,3,3,22120.083,0
3204,3,3,4,5,1,2,30236.7592,0
3205,3,3,3,1,3,1,62123.377,0
3206,3,3,1,4,1,2,23922.6348,0
3207,1,3,1,2,3,2,23479.7784,1
3208,2,3,1,5,1,2,14140.9356,1
3209,3,3,1,4,1,2,11627.4821,0
3210,2,3,1,5,2,4,14140.9356,1
3211,4,3,1,1,3,3,41603.9262,0
3212,2,3,1,5,2,2,10739.5377,1
3213,3,3,1,4,1,2,27797.8008,0
3214,3,3,1,5,1,2,20174.8978,0
3215,3,3,1,2,2,2,20051.2529,0
3216,2,3,4,5,1,2,11435.6574,1
3217,2,1,3,4,2,3,22553.3166,1
3218,2,3,1,4,1,3,9019.476000000001,1
3219,1,5,4,1,3,2,57486.472,1
3220,3,2,1,2,1,3,26674.9596,0
3221,2,3,1,5,3,1,20623.8073,1
3222,5,3,4,1,3,3,88732.6474,0
3223,3,3,4,3,3,3,33584.0794,0
3224,1,2,1,2,3,1,14715.7153,1
3225,3,2,1,3,3,2,11814.17,0
3226,2,3,3,3,2,2,28952.7311,1
3227,4,3,2,5,1,3,26130.5262,0
3228,2,3,1,4,3,3,12517.6437,1
3229,1,2,4,3,3,2,19805.2631,1
3230,1,3,1,5,2,1,21793.3678,1
3231,2,3,1,2,1,1,13188.3671,1
3232,2,3,1,3,2,1,11325.2852,1
3233,2,3,1,3,1,2,33441.1782,1
3234,2,3,3,5,2,1,18550.8361,1
3235,2,3,1,2,1,2,30234.5153,1
3236,2,3,1,3,2,2,23982.9993,1
3237,2,2,1,3,1,2,15908.6186,1
3238,2,3,1,4,2,2,16733.4566,1
3239,3,3,1,3,3,2,10509.691,0
3240,1,3,4,1,1,1,31715.1931,1
3241,3,1,1,5,1,3,27473.8328,0
3242,2,3,1,2,1,1,14152.9194,1
3243,2,3,1,1,2,2,23153.5532,1
3244,2,3,4,3,1,2,17385.9704,1
3246,2,2,1,3,3,3,11182.6962,1
3247,2,2,2,2,1,1,26663.5322,1
3248,3,3,1,5,2,2,10151.1496,0
3249,2,3,1,4,2,3,13237.4213,1
3250,3,2,4,5,1,1,16834.7006,0
3251,1,3,1,3,2,2,11981.7294,1
3252,5,3,1,3,3,3,25978.1043,0
3253,4,3,1,2,2,2,30486.0082,0
3254,2,2,1,4,1,3,10512.3875,1
3255,4,3,1,3,2,3,15362.4809,0
3256,3,3,1,2,1,3,16183.5754,0
3257,3,3,1,3,2,3,21938.1087,0
3258,4,3,4,3,1,2,22420.6834,0
3259,2,3,1,5,1,3,16142.5632,1
3260,3,4,1,1,3,2,26693.2084,0
3261,3,3,1,3,1,3,14447.0598,0
3262,2,3,1,3,2,2,18880.3487,1
3263,3,3,1,4,1,1,21279.8529,0
3264,4,3,1,4,2,3,13445.0616,0
3265,3,3,1,3,2,3,21938.1087,0
3266,3,3,1,3,3,3,21983.5413,0
3267,3,2,1,4,2,3,15882.4633,0
3268,3,3,3,4,1,3,18833.0177,0
3269,4,3,1,5,1,3,16302.7652,0
3270,2,2,1,5,1,3,10857.7405,1
3271,5,3,2,1,3,2,42127.4653,0
3272,2,3,1,1,2,1,19435.5888,1
3273,3,2,1,5,2,2,13090.7683,0
3274,2,3,5,5,1,3,4324.8829,1
3275,2,2,1,2,1,3,28784.3601,1
3276,3,3,1,5,2,1,15644.4908,0
3277,2,3,1,2,2,2,21612.2715,1
3278,2,2,4,4,3,2,14127.457,1
3279,3,3,1,5,1,3,15116.4069,0
3280,3,3,1,4,1,2,15926.0796,0
3281,3,3,4,2,3,2,32302.2029,0
3282,2,3,4,2,4,2,54425.301,1
3283,3,3,1,3,3,2,23808.1714,0
3284,3,3,4,3,1,2,16667.5613,0
3285,3,3,1,5,2,2,15644.4908,0
3286,5,3,1,3,1,2,12892.2779,0
3287,3,3,1,5,1,2,10305.5614,0
3288,3,3,3,4,2,2,19158.899,0
3289,3,3,1,5,2,3,23687.5548,0
3290,2,2,1,3,3,2,20301.3285,1
3291,3,3,1,3,1,2,19843.1937,0
3292,3,3,1,4,1,3,28993.6131,0
3293,3,3,1,4,2,3,20174.8978,0
3294,3,3,1,2,1,3,18412.8175,0
3295,1,3,1,4,1,2,10965.4948,1
3296,3,2,1,3,2,2,14146.183,0
3297,3,3,1,4,1,2,26076.629,0
3298,3,2,1,5,2,3,8441.2201,0
3299,2,3,1,5,1,1,10442.4911,1
3300,2,3,1,2,2,2,17530.7834,1
3301,5,3,1,2,2,1,13188.3671,0
3302,3,1,4,4,3,2,30236.7592,0
3303,4,3,1,4,1,3,15116.4069,0
3304,3,2,1,4,1,3,15501.4887,0
3305,2,3,5,4,1,3,3666.6386,1
3306,2,3,1,4,1,2,13445.0616,1
3307,5,5,1,4,4,3,15320.8274,0
3308,3,3,4,3,1,3,26139.6599,0
3309,3,3,1,5,2,4,27473.8328,0
3310,3,2,1,5,1,3,12641.8712,0
3311,2,3,1,4,2,2,12868.1023,1
3312,1,3,1,1,1,1,20248.3299,1
3313,2,2,4,4,2,3,11435.6574,1
3314,3,1,1,3,1,3,16705.3888,0
3315,3,3,1,3,2,3,9113.035900000001,0
3316,2,3,1,2,3,1,17272.0782,1
3317,3,1,1,3,2,2,13294.827,0
3318,3,3,4,1,3,3,38402.088,0
3319,3,3,1,2,2,2,22791.0437,0
3320,3,3,1,2,1,2,19505.7713,0
3321,2,3,1,5,2,2,13914.758,1
3322,2,3,1,2,2,3,14861.7569,1
3323,3,1,1,3,1,1,24810.7546,0
3324,3,3,1,2,3,2,16389.9298,0
3325,2,3,4,2,2,1,36936.9117,1
3326,3,3,1,4,1,3,19493.8887,0
3327,4,3,3,3,3,2,34806.0151,0
3328,4,3,1,2,1,2,25872.815,0
3329,3,2,4,5,2,2,13652.0553,0
3330,3,3,1,4,1,1,28559.1918,0
3331,1,2,2,3,3,1,14537.3185,1
3332,3,2,1,5,2,3,13090.7683,0
3333,2,2,1,5,1,3,15346.3465,1
3334,1,3,2,2,4,1,32891.2537,1
3335,3,3,1,5,2,3,13090.7683,0
3336,1,3,1,5,1,1,16302.7652,1
3337,2,3,1,5,1,2,11881.0489,1
3338,2,1,1,4,2,2,16899.5227,1
3339,3,2,2,3,4,3,19359.601,0
3340,2,3,1,5,1,1,16302.7652,1
3341,4,1,5,4,1,3,6372.5699,0
3342,3,2,1,5,2,3,21579.2115,0
3343,4,3,2,2,1,3,32309.7038,0
3344,4,3,2,4,3,3,12515.8886,0
3345,3,1,4,3,1,1,20001.8144,0
3346,4,3,1,3,1,3,23413.66,0
3347,3,3,3,3,4,2,84360.9241,0
3348,2,3,2,2,1,2,34206.3435,1
3349,3,3,1,2,2,3,16258.6986,0
3350,1,3,1,4,1,2,12570.0952,1
3351,2,3,1,5,2,1,10442.4911,1
3352,1,3,1,2,1,2,18615.4748,1
3353,3,2,1,2,4,2,37198.515,0
3354,3,4,3,4,4,2,44037.142,0
3355,3,3,4,4,1,3,30236.7592,0
3356,3,3,2,2,4,2,88732.6474,0
3357,3,1,1,4,4,2,28559.1918,0
3358,2,2,4,5,2,3,14353.9568,1
3359,3,1,4,5,2,3,14747.2501,0
3360,3,3,3,4,1,3,37592.4328,0
3361,3,1,4,5,1,3,22438.3553,0
3362,3,3,1,2,3,4,28340.4706,0
3363,4,1,1,5,1,4,14001.9772,0
3364,2,3,1,2,2,1,24619.3862,1
3365,5,2,4,2,3,2,43526.0575,0
3366,2,5,3,2,1,1,88732.6474,1
3367,3,3,2,3,2,2,30533.4401,0
3368,4,3,1,2,3,3,21839.9714,0
3369,4,1,4,3,3,2,21327.4359,0
3370,4,4,2,3,3,2,23758.9347,0
3371,4,1,1,5,2,3,8930.844499999999,0
3372,3,2,1,3,2,2,20891.7618,0
3373,2,3,1,2,2,1,28383.1341,1
3374,1,1,1,4,2,1,14140.9356,1
3375,4,3,4,2,3,3,45195.7038,0
3376,1,1,2,3,3,1,22720.1902,1
3377,3,1,1,3,2,3,13095.626,0
3378,3,3,3,1,3,2,57309.3984,0
3379,3,3,1,3,3,3,20089.3827,0
3380,2,3,1,4,1,2,14140.9356,1
3381,3,3,1,2,1,3,22232.5513,0
3382,2,3,1,2,2,2,19284.4019,1
3383,3,2,2,5,1,3,24159.5612,0
3384,3,3,4,3,3,1,14300.5259,0
3385,5,3,1,3,1,3,14149.361,0
3386,5,3,1,2,1,2,23602.0837,0
3387,3,3,1,5,1,3,13289.8954,0
3388,3,2,3,5,1,2,18833.0177,0
3389,3,3,1,4,2,3,26076.629,0
3390,3,2,2,4,1,2,21282.0005,0
3391,2,2,1,1,3,2,42466.8506,1
3392,4,2,4,4,1,3,18977.5373,0
3393,4,2,1,2,2,3,20929.5501,0
3394,3,3,3,3,1,1,28952.7311,0
3395,3,1,1,4,1,3,8349.6505,0
3396,3,3,1,4,3,3,16142.5632,0
3397,2,3,1,3,2,2,19131.2115,1
3398,3,2,1,2,3,2,19162.689,0
3399,2,3,1,3,1,1,20617.8134,1
3400,3,3,1,3,1,3,15736.0434,0
3401,4,3,2,1,3,1,19927.6513,0
3402,2,3,1,4,1,2,17730.1986,1
3403,3,3,1,2,3,1,35802.3293,0
3404,2,3,4,2,1,1,37341.9941,1
3405,3,3,1,4,3,2,19677.1448,0
3406,3,3,1,2,2,3,23346.0505,0
3408,2,3,4,5,3,3,17001.7715,1
3409,3,3,1,2,1,3,14861.7569,0
3410,3,2,1,2,2,1,15051.257,0
3411,3,2,1,2,2,1,17339.9346,0
3412,1,3,4,4,1,1,9509.3565,1
3413,3,3,1,3,2,2,19131.2115,0
3414,5,3,4,2,2,2,48510.2219,0
3415,4,5,2,2,3,2,34509.2519,0
3416,2,3,4,5,3,1,10724.8589,1
3417,2,3,1,3,1,1,19891.9709,1
3418,3,1,2,5,1,2,16039.761,0
3419,2,3,1,1,2,1,23153.5532,1
3420,3,2,1,2,1,3,17404.0326,0
3421,3,3,1,3,1,3,30998.7086,0
3422,5,5,1,4,3,4,16302.7652,0
3423,3,3,1,2,3,1,26364.7371,0
3424,2,3,1,3,2,1,25043.4142,1
3425,4,3,1,2,1,3,22541.2348,0
3426,4,2,1,3,2,3,18155.9675,0
3427,3,3,1,2,1,3,17704.7623,0
3428,2,3,1,4,1,2,9091.2634,1
3429,4,2,3,5,1,3,28714.0264,0
3430,3,3,1,5,1,2,10965.4948,0
3431,3,2,1,4,3,1,14323.7915,0
3432,3,3,4,2,1,3,43050.7414,0
3433,2,2,1,4,1,2,9028.787899999999,1
3434,3,3,1,3,1,2,21938.1087,0
3435,2,3,1,4,2,2,21579.2115,1
3437,4,3,4,4,3,3,10737.6331,0
3438,1,3,5,4,4,2,8648.828299999999,1
3439,4,3,2,3,1,3,23501.2,0
3440,4,3,1,4,2,3,14140.9356,0
3441,2,3,1,2,1,2,15051.257,1
3442,3,3,2,2,2,4,23235.1701,0
3443,3,3,1,2,1,2,20496.546,0
3444,2,3,1,2,1,2,17215.2353,1
3445,2,3,4,4,1,2,22438.3553,1
3446,3,3,1,2,3,4,18596.2755,0
3447,3,3,1,5,3,3,30850.2665,0
3448,3,3,1,5,2,2,20481.7834,0
3449,2,3,1,3,1,2,29421.0976,1
3450,3,3,1,3,2,2,13150.606,0
3451,4,3,1,3,2,2,15748.3939,0
3452,3,2,1,3,3,1,14846.0888,0
3453,2,3,1,5,2,3,14140.9356,1
3454,3,2,4,3,3,2,19805.2631,0
3455,2,3,2,3,1,2,16050.0871,1
3456,1,3,1,2,2,1,20051.2529,1
3457,5,3,4,1,1,3,68344.2243,0
3458,3,3,1,4,1,3,19790.4153,0
3459,2,2,1,5,3,2,10512.7464,1
3460,2,3,1,3,2,3,14447.0598,1
3461,3,3,1,4,1,3,16142.5632,0
3462,3,3,1,2,1,2,18413.5359,0
3463,3,3,1,4,1,3,19493.8887,0
3464,2,4,1,5,1,3,12517.6437,1
3465,5,1,4,3,3,4,23490.2307,0
3466,2,3,4,3,1,2,27547.9231,1
3467,3,3,1,3,3,1,13076.0047,0
3468,4,2,2,5,3,2,12489.6056,0
3469,3,3,1,4,1,2,27174.7391,0
3470,2,3,1,5,2,2,21579.2115,1
3471,3,3,4,3,3,3,13496.2622,0
3472,2,3,1,4,1,3,16302.7652,1
3473,1,3,1,3,2,2,12892.2779,1
3474,3,3,2,4,3,3,26130.5262,0
3475,3,2,1,5,3,4,12517.6437,0
3476,5,1,2,3,3,2,28071.4704,0
3477,3,2,1,4,2,3,10305.5614,0
3478,1,3,1,5,2,2,13090.7683,1
3479,2,3,1,3,1,3,15748.3939,1
3480,3,3,1,3,4,2,30420.8103,0
3481,2,3,1,2,2,3,18800.2184,1
3482,3,4,1,4,2,4,23687.5548,0
3483,3,3,4,3,3,1,22076.5244,0
3484,1,2,1,5,1,3,10965.4948,1
3485,3,3,4,1,3,2,38783.1979,0
3486,3,3,2,2,3,2,34440.377,0
3487,4,3,1,5,2,3,10965.4948,0
3488,3,3,1,2,2,3,16258.6986,0
3489,3,3,4,1,1,2,38604.0004,0
3490,3,3,4,3,1,3,16667.5613,0
3491,2,3,1,4,2,1,16551.2879,1
3492,3,3,4,3,1,2,16887.6541,0
3493,4,3,4,3,2,1,16417.8255,0
3494,2,3,1,3,1,3,14146.183,1
3495,3,3,2,2,4,3,49737.3306,0
3496,3,1,1,5,1,3,30850.2665,0
3497,3,3,4,4,2,3,9406.200000000001,0
3498,4,3,1,3,2,1,13095.626,0
3499,3,3,1,2,3,3,23346.0505,0
3500,4,5,1,4,1,2,19917.9717,0
3501,2,3,1,5,2,3,10151.1496,1
3502,4,3,3,4,1,3,31017.5222,0
3503,2,2,4,4,1,2,18456.2766,1
3504,3,3,1,4,1,2,20481.7834,0
3505,5,3,4,3,3,2,24151.6233,0
3506,3,5,1,5,3,4,20174.8978,0
3507,3,2,1,5,2,3,7808.2253,0
3508,3,3,1,4,1,3,13289.8954,0
3509,3,1,1,3,1,1,17286.4801,0
3510,4,2,1,2,3,2,23676.0719,0
3511,3,3,1,5,3,3,9118.3914,0
3512,3,3,1,5,2,3,13090.7683,0
3513,3,1,1,2,2,2,29857.8076,0
3514,2,2,1,5,2,3,14140.9356,1
3515,4,2,1,4,1,3,15116.4069,0
3516,2,2,1,4,3,2,17203.7011,1
3517,3,3,1,3,1,3,14146.183,0
3518,5,3,1,5,1,3,20481.7834,0
3519,3,2,1,5,2,2,16168.6143,0
3520,3,3,1,2,2,2,29390.9838,0
3521,3,3,1,4,3,2,13431.1949,0
3522,2,2,3,5,2,2,37592.4328,1
3523,2,3,1,3,2,2,13205.7736,1
3524,2,3,1,2,1,2,19162.689,1
3525,3,2,5,5,3,3,5080.5229,0
3526,5,3,4,3,3,3,17542.5094,0
3527,3,2,4,5,1,3,21359.9716,0
3528,3,2,3,5,2,2,13016.0269,0
3529,3,3,1,2,1,3,15280.2056,0
3530,3,2,1,5,2,3,20481.7834,0
3531,3,3,2,3,1,3,19830.3597,0
3532,3,3,1,2,1,3,18615.4748,0
3533,3,3,1,4,3,3,10512.7464,0
3534,2,3,2,3,1,2,15848.0113,1
3535,1,2,1,3,2,2,16541.2304,1
3536,1,3,1,3,3,1,7944.3083,1
3537,3,2,4,2,1,2,43185.6976,0
3538,3,2,4,4,2,3,17029.2092,0
3539,2,3,1,4,1,3,10151.1496,1
3540,2,3,1,2,1,3,22386.3929,1
3541,3,3,1,5,2,3,8441.2201,0
3542,2,3,4,2,1,1,36975.0464,1
3543,4,3,4,3,1,3,21500.7201,0
3544,2,2,1,2,1,2,18746.3744,1
3545,3,2,1,4,2,3,14140.9356,0
3546,3,3,1,4,3,2,14052.8508,0
3547,3,3,1,1,3,2,31918.1702,0
3548,2,3,1,2,2,2,14861.7569,1
3549,2,3,1,5,2,3,25976.0705,1
3550,3,3,1,3,1,2,16705.3888,0
3551,2,3,4,2,1,2,52145.5044,1
3552,3,1,1,5,1,2,23922.6348,0
3553,3,2,2,3,1,1,30694.5449,0
3554,3,2,1,5,1,3,17759.9158,0
3555,3,3,3,5,2,3,29526.8252,0
3556,4,3,1,4,2,3,12641.8712,0
3557,4,2,1,3,2,3,12953.5659,0
3558,3,3,3,3,1,3,28122.8885,0
3559,3,2,4,1,3,2,77040.84420000001,0
3560,4,3,4,4,1,1,16412.0464,0
3561,3,3,1,3,1,3,30242.6277,0
3562,2,2,1,2,2,3,21917.784,1
3563,3,3,1,4,1,3,16302.7652,0
3564,2,3,1,5,1,2,10151.1496,1
3565,3,3,1,3,2,2,20858.5367,0
3566,2,3,1,3,3,2,23415.4431,1
3567,3,3,2,5,2,3,13317.364,0
3568,3,3,1,4,4,2,12622.8689,0
3569,3,3,1,2,1,1,35906.0738,0
3570,3,3,1,2,3,2,22608.5599,0
3571,2,3,1,2,1,2,22386.3929,1
3572,2,2,1,2,2,2,15923.6687,1
3573,3,3,1,4,2,3,13090.7683,0
3574,2,3,1,2,1,2,17215.2353,1
3575,3,3,1,3,3,3,26763.8187,0
3576,2,2,1,4,1,3,21057.7269,1
3577,2,3,1,5,1,2,13526.6483,1
3578,3,3,1,4,1,2,16551.2879,0
3579,2,3,1,4,2,2,16142.5632,1
3580,3,3,1,4,1,2,23922.6348,0
3581,2,3,1,2,2,3,20411.4205,1
3582,4,2,1,4,1,2,28993.6131,0
3583,1,3,1,3,2,2,13992.7265,1
3584,2,2,1,5,2,3,20174.8978,1
3585,3,3,1,5,1,3,19493.8887,0
3586,5,3,4,3,4,3,38473.1878,0
3587,1,4,1,2,2,1,15320.7296,1
3588,3,1,1,2,1,2,27400.9884,0
3589,4,3,1,5,1,3,15116.4069,0
3590,2,2,1,5,3,3,20174.8978,1
3591,3,2,1,4,1,3,21579.2115,0
3592,4,5,1,3,3,2,20450.9761,0
3593,2,3,1,4,2,2,20481.7834,1
3594,3,4,4,2,1,3,44450.6201,0
3595,3,3,1,2,2,3,31436.8015,0
3596,1,3,1,2,2,1,20273.4104,1
3597,3,3,1,5,1,1,12967.711,0
3598,2,2,1,3,1,4,14447.0598,1
3599,3,3,1,2,2,1,22386.3929,0
3600,2,3,1,3,1,2,23982.9993,1
3601,2,2,1,3,4,3,14007.173,1
3602,2,3,1,3,1,1,11773.2408,1
3603,2,3,4,5,2,1,9415.9112,1
3604,3,2,5,2,4,3,13802.1863,0
3605,2,3,1,3,1,2,28438.1383,1
3606,2,2,1,4,2,3,8349.6505,1
3607,3,1,1,2,3,2,17272.0782,0
3608,2,3,1,2,3,2,15093.9553,1
3609,1,3,1,5,3,2,9091.2634,1
3610,2,2,1,2,2,2,18596.2755,1
3611,3,2,1,5,3,3,33001.1091,0
3612,3,2,1,5,1,2,15321.6202,0
3613,3,3,1,5,2,1,8476.6592,0
3614,4,3,1,5,2,3,13289.8954,0
3615,3,3,5,3,3,2,3666.6386,0
3616,3,3,1,2,3,3,15280.2056,0
3617,3,3,1,2,2,2,23346.0505,0
3618,1,3,1,4,3,1,10512.3875,1
3619,2,3,1,3,2,1,17011.7611,1
3620,4,3,2,5,2,3,11074.0956,0
3621,2,3,1,2,4,2,23602.8895,1
3622,2,3,2,2,3,3,21238.8125,1
3623,4,2,1,4,3,2,16745.0487,0
3624,2,2,1,3,1,2,25043.4142,1
3625,5,2,2,4,3,2,24159.5612,0
3626,2,2,1,2,2,1,16183.5754,1
3627,2,3,4,1,1,3,38783.1979,1
3628,3,3,1,2,1,3,20051.2529,0
3629,2,2,1,5,1,2,13763.8121,1
3630,2,3,1,3,2,2,15297.0137,1
3631,4,3,1,4,1,3,22761.0793,0
3632,3,3,4,1,3,3,59662.1257,0
3633,3,5,3,3,1,2,25905.235,0
3634,3,3,1,3,2,2,18014.4292,0
3635,2,3,4,3,4,2,21736.5157,1
3636,2,3,4,3,1,3,25715.6438,1
3637,4,3,1,1,3,1,25856.8545,0
3638,3,3,1,3,2,2,19771.8252,0
3639,1,3,1,4,3,2,14140.9356,1
3640,3,1,1,5,2,3,20481.7834,0
3641,1,3,1,4,1,2,16302.7652,1
3642,3,2,5,1,3,2,17215.9803,0
3643,3,1,1,5,1,4,16302.7652,0
3644,3,3,1,2,1,3,26646.7085,0
3645,5,3,1,2,3,3,24369.5514,0
3646,3,3,1,2,2,1,18615.4748,0
3647,2,3,1,4,1,3,14140.9356,1
3648,2,3,1,2,1,1,16860.3265,1
3649,2,3,1,5,4,2,23687.5548,1
3650,2,2,2,2,3,2,32891.2537,1
3651,3,3,4,4,4,1,16834.7006,0
3652,3,3,1,3,2,2,12953.5659,0
3653,4,4,2,5,1,3,21515.3975,0
3654,4,3,1,2,1,1,29857.8076,0
3655,3,2,1,5,1,2,25685.9139,0
3656,2,3,1,4,2,3,15092.0511,1
3657,2,3,1,3,2,2,20089.3827,1
3658,3,3,1,5,1,3,21057.7269,0
3659,2,2,2,2,2,2,23235.1701,1
3660,3,2,3,4,1,2,22087.8618,0
3661,4,3,1,3,2,1,12233.8219,0
3662,2,2,1,3,1,1,25332.7665,1
3663,1,2,1,3,1,1,33949.8661,1
3664,3,1,2,5,2,2,23661.7247,0
3665,3,3,1,3,2,2,10352.2207,0
3666,2,3,1,4,2,2,10965.4948,1
3667,5,3,4,1,3,3,41604.8078,0
3668,3,3,1,5,1,2,22781.6351,0
3669,3,3,4,1,3,1,57486.472,0
3670,3,3,1,2,2,3,24377.4595,0
3671,4,3,5,4,3,3,3666.6386,0
3672,5,3,1,2,2,1,20929.5501,0
3673,3,2,4,1,2,2,40218.3101,0
3674,3,3,2,3,3,3,19635.4932,0
3675,3,3,1,3,2,3,13076.0047,0
3676,3,1,1,2,2,3,17704.7623,0
3677,3,3,1,5,3,3,14140.9356,0
3678,3,3,1,5,1,3,13578.4931,0
3680,3,3,2,2,3,2,27832.4729,0
3681,3,1,4,4,1,2,9406.200000000001,0
3682,5,3,1,3,3,4,21065.5409,0
3683,2,2,1,5,2,3,13090.7683,1
3684,1,3,1,3,1,1,7540.2941,1
3685,3,3,4,3,1,2,30366.6798,0
3686,2,2,1,3,1,3,25652.3835,1
3687,2,3,1,2,2,2,18615.4748,1
3688,3,1,1,4,1,3,10151.1496,0
3689,3,3,1,2,2,3,19495.8914,0
3690,3,3,1,4,1,3,26423.1086,0
3691,4,3,2,3,4,3,34923.3527,0
3692,2,3,1,5,2,2,10739.5377,1
3693,5,1,2,4,2,2,10953.9648,0
3694,3,3,1,1,2,2,44941.4752,0
3695,3,3,3,2,3,2,71528.5959,0
3696,3,5,3,4,4,2,18641.3105,0
3697,2,3,4,2,1,2,29895.6075,1
3698,2,3,1,5,1,3,20174.8978,1
3699,2,2,1,3,2,2,25652.3835,1
3700,3,3,1,3,4,3,24048.8575,0
3701,3,2,1,3,2,3,13374.1585,0
3702,2,3,5,3,1,1,8953.7772,1
3703,2,3,1,4,2,3,20846.6562,1
3704,3,2,4,3,1,3,29392.9448,0
3705,2,2,1,4,1,2,22737.6043,1
3706,5,2,1,4,1,1,18415.6053,0
3707,1,1,1,5,2,2,15882.4633,1
3708,4,2,2,3,3,1,20434.3615,0
3709,2,2,2,2,3,2,23006.8457,1
3710,3,3,2,5,3,3,10251.6852,0
3711,2,3,4,2,1,3,43185.6976,1
3712,2,2,1,4,1,3,28559.1918,1
3713,3,3,1,2,1,2,24778.0352,0
3714,1,1,1,1,3,2,29430.7878,1
3715,2,3,1,1,2,2,24319.4371,1
3716,3,3,2,4,2,3,17066.8933,0
3717,3,2,4,2,2,2,36936.9117,0
3718,4,2,1,3,2,3,18677.0501,0
3719,3,3,4,3,1,4,15216.2834,0
3720,2,3,1,3,4,2,20985.1095,1
3721,3,2,4,2,3,3,24518.4878,0
3722,3,1,1,4,1,2,18931.2981,0
3723,2,2,4,3,2,3,21846.0455,1
3724,5,3,1,3,2,2,13577.5963,0
3725,3,1,4,2,3,2,31501.207,0
3726,2,2,1,4,1,2,30850.2665,1
3727,2,2,1,4,4,2,15154.0373,1
3728,1,3,1,5,1,1,21515.8307,1
3729,3,3,1,3,2,3,15091.212,0
3730,3,1,5,5,1,3,9020.8856,0
3731,2,2,1,3,3,2,14738.0551,1
3732,2,2,1,2,2,3,29390.9838,1
3733,4,3,2,3,1,2,22073.6463,0
3734,3,3,5,4,2,1,3696.5929,0
3735,3,3,1,2,2,1,16098.9296,0
3736,3,2,1,3,1,3,20617.8134,0
3737,1,3,2,1,3,1,26114.2574,1
3738,3,3,1,5,2,3,20174.8978,0
3739,2,3,1,2,2,2,23602.0837,1
3740,3,3,5,1,3,2,8993.464400000001,0
3741,3,3,1,3,2,2,17260.9348,0
3742,4,2,4,3,1,3,23905.8338,0
3743,3,3,1,2,3,1,17782.6816,0
3744,3,3,1,4,3,2,8416.1068,0
3745,4,2,1,2,1,3,23137.7242,0
3746,3,3,1,4,1,3,30850.2665,0
3747,3,3,1,1,4,2,17753.3256,0
3748,2,1,1,2,3,3,15280.2056,1
3749,3,3,1,3,4,3,26022.5387,0
3750,3,2,5,1,4,2,24021.2155,0
3751,3,3,1,1,2,3,21262.4511,0
3752,3,3,1,2,1,2,19294.1746,0
3753,3,2,1,5,1,2,30547.111,0
3754,4,3,4,4,2,3,15739.1461,0
3755,3,3,1,3,1,3,13150.606,0
3756,2,3,1,2,3,2,24099.4882,1
3757,3,3,1,3,4,3,27924.8641,0
3758,3,3,4,4,3,2,14007.0782,0
3759,3,3,1,5,4,2,19086.793,0
3760,3,1,3,4,2,1,19382.5887,0
3761,3,2,4,2,2,2,41238.5312,0
3762,3,1,1,3,4,2,24048.8575,0
3763,2,3,1,3,1,3,21938.1087,1
3764,3,3,1,5,2,3,10965.4948,0
3765,2,3,1,4,2,1,12033.6823,1
3766,2,3,1,1,2,1,29008.2356,1
3767,2,3,1,5,1,3,10151.1496,1
3768,3,3,1,3,1,3,20089.3827,0
3769,3,3,1,1,2,2,22926.0308,0
3770,2,2,5,5,1,3,3666.6386,1
3771,5,4,2,3,1,3,20047.8367,0
3773,2,2,1,3,2,1,12113.6041,1
3774,4,3,3,3,1,4,30806.7665,0
3775,3,3,1,2,2,3,15411.6932,0
3776,3,1,4,3,4,3,18103.6019,0
3777,2,3,1,2,2,1,20271.1524,1
3778,2,4,2,2,3,3,37677.6253,1
3779,5,3,1,2,3,3,22649.1151,0
3780,3,2,1,4,1,2,9902.3966,0
3781,3,1,2,2,3,1,33502.7881,0
3782,1,3,1,3,2,2,23647.8226,1
3783,3,1,1,5,1,4,15882.4633,0
3784,2,2,1,4,1,3,20753.9244,1
3785,1,3,4,3,3,1,12978.4519,1
3786,3,2,1,2,2,1,14981.7128,0
3787,3,2,1,5,1,2,10305.5614,0
3788,2,3,1,5,1,3,16302.7652,1
3789,3,2,1,5,1,3,21057.7269,0
3790,1,3,1,2,2,1,15923.6687,1
3791,3,3,1,4,4,2,7885.7157,0
3792,3,2,2,3,3,1,12608.3176,0
3793,4,3,1,4,3,3,7208.1778,0
3794,2,3,2,4,1,3,22705.5728,1
3795,2,2,1,5,1,3,14140.9356,1
3796,4,2,2,2,1,3,24780.3555,0
3797,3,2,1,2,1,2,28104.2223,0
3798,3,3,1,2,4,1,20929.5501,0
3799,3,3,1,5,1,2,27473.8328,0
3800,2,3,1,3,1,2,18693.8355,1
3801,2,3,1,2,2,2,22789.3308,1
3802,4,1,1,5,2,4,16142.5632,0
3803,1,3,1,2,1,1,19712.6649,1
3804,3,2,1,5,2,4,13289.8954,0
3805,3,2,3,5,1,2,23540.2224,0
3806,3,2,2,3,2,1,20047.8367,0
3807,3,2,1,4,3,2,21057.7269,0
3808,4,3,1,5,1,3,15321.6202,0
3809,3,3,2,5,4,3,15100.5123,0
3810,3,2,1,5,1,3,27473.8328,0
3811,3,3,1,3,1,2,13205.7736,0
3812,1,3,2,2,3,1,34440.377,1
